Ada A N Arroway;Ada2;AArr25751
Ada B T Connor;Ada667;ACho22141
Ada B T Federer;Ada668;ACob12051
Ada B T Finch;Ada669;ACon17221
Ada B T Freeman;Ada670;AFed10071
Ada B T Gaiman;Ada671;AFin21301
Ada B T Halep;Ada672;AFre11721
Ada B T Hempstock;Ada673;AGai05361
Ada B T Heslop;Ada674;AHal21421
Ada B T Jones;Ada675;AHem17811
Ada B T Lanegan;Ada676;AHes19911
Ada B T Lovelace;Ada677;AJon21401
Ada B T Lynch;Ada678;ALan24241
Ada B T Marçal;Ada679;ALov15211
Ada B T McMillan;Ada680;ALyn20631
Ada B T Mendonça;Ada681;AMar12921
Ada B T Miller;Ada682;AMcM13041
Ada B T Miyamizu;Ada683;AMen18801
Ada B T Moon;Ada684;AMil19271
Ada B T Moore;Ada685;AMiy11751
Ada B T Morgan;Ada686;AMoo15421
Ada B T Morgan;Ada687;AMoo12721
Ada B T Muylaert;Ada688;AMor07461
Ada B T Organa;Ada689;AMor20911
Ada B T Perez;Ada690;AMuy09301
Ada B T Persson;Ada691;AOrg20171
Ada B T Peters;Ada692;APer12811
Ada B T Shinkai;Ada693;APer09931
Ada B T Soares;Ada694;APet13841
Ada B T Tachibana;Ada695;AShi23251
Ada B T Tono;Ada696;ASoa11511
Ada B T Yorke;Ada697;ATac14161
Ada B T Yukino;Ada698;ATon16241
Ada B U Arroway;Ada699;AYor05371
Ada B U Austen;Ada700;AYuk21521
Ada B U Brown;Ada701;AArr17641
Ada B U Brum;Ada702;AAus18351
Ada B U Buckley;Ada703;ABro19801
Ada B U Bueno;Ada704;ABru18151
Ada B U Cave;Ada705;ABuc15701
Ada B U Choovanski;Ada706;ABue25701
Ada B U Cobain;Ada707;ACav04501
Ada B U Connor;Ada708;ACho08351
Ada B U Federer;Ada709;ACob07901
Ada B U Finch;Ada710;ACon13711
Ada B U Freeman;Ada711;AFed12311
Ada B U Gaiman;Ada712;AFin11131
Ada B U Halep;Ada713;AFre16101
Ada B U Hempstock;Ada714;AGai14821
Ada B U Heslop;Ada715;AHal16271
Ada B U Jones;Ada716;AHem14311
Ada B U Lanegan;Ada717;AHes22261
Ada B U Lovelace;Ada718;AJon24471
Ada B U Lynch;Ada719;ALan17271
Ada B U Marçal;Ada720;ALov04751
Ada B U McMillan;Ada721;ALyn06921
Ada B U Mendonça;Ada722;AMar09871
Ada B U Miller;Ada723;AMcM25371
Ada B U Miyamizu;Ada724;AMen07201
Ada B U Moon;Ada725;AMil17841
Ada B U Moore;Ada726;AMiy06311
Ada B U Morgan;Ada727;AMoo11821
Ada B U Morgan;Ada728;AMoo25721
Ada B U Muylaert;Ada729;AMor10441
Ada B U Organa;Ada730;AMor15611
Ada B U Perez;Ada731;AMuy04931
Ada B U Persson;Ada732;AOrg08551
Ada B U Peters;Ada733;APer20761
Ada B U Shinkai;Ada734;APer24541
Ada B U Soares;Ada735;APet13331
Ada B U Tachibana;Ada736;AShi17931
Ada B U Tono;Ada737;ASoa13671
Ada B U Yorke;Ada738;ATac04511
Ada B U Yukino;Ada739;ATon19441
Ada B V Arroway;Ada740;AYor06441
Ada B V Austen;Ada741;AYuk16801
Ada B V Brown;Ada742;AArr08141
Ada B V Brum;Ada743;AAus04941
Ada B V Buckley;Ada744;ABro11911
Ada B V Bueno;Ada745;ABru11301
Ada B V Cave;Ada746;ABuc17871
Ada B V Choovanski;Ada747;ABue10001
Ada B V Cobain;Ada748;ACav12651
Ada B V Connor;Ada749;ACho11321
Ada B V Federer;Ada750;ACob25571
Ada B V Finch;Ada751;ACon22501
Ada B V Freeman;Ada752;AFed05741
Ada B V Gaiman;Ada753;AFin16401
Ada B V Halep;Ada754;AFre24261
Ada B V Hempstock;Ada755;AGai19061
Ada B V Heslop;Ada756;AHal08771
Ada B V Jones;Ada757;AHem04101
Ada B V Lanegan;Ada758;AHes10271
Ada B V Lovelace;Ada759;AJon22511
Ada B V Lynch;Ada760;ALan17431
Ada B V Marçal;Ada761;ALov21761
Ada B V McMillan;Ada762;ALyn09271
Ada B V Mendonça;Ada763;AMar24871
Ada B V Miller;Ada764;AMcM19521
Ada B V Miyamizu;Ada765;AMen15461
Ada B V Moon;Ada766;AMil20161
Ada B V Moore;Ada767;AMiy13211
Ada B V Morgan;Ada768;AMoo23531
Ada B V Morgan;Ada769;AMoo16221
Ada B V Muylaert;Ada770;AMor06401
Ada B V Organa;Ada771;AMor06571
Ada B V Perez;Ada772;AMuy10561
Ada B V Persson;Ada773;AOrg04461
Ada B V Peters;Ada774;APer21551
Ada B V Shinkai;Ada775;APer22451
Ada B V Soares;Ada776;APet21901
Ada B V Tachibana;Ada777;AShi25431
Ada B V Tono;Ada778;ASoa14851
Ada B V Yorke;Ada779;ATac15611
Ada B V Yukino;Ada780;ATon19211
Ada B W Arroway;Ada781;AYor04911
Ada B W Austen;Ada782;AYuk04821
Ada B W Brown;Ada783;AArr10411
Ada B W Brum;Ada784;AAus18941
Ada B W Buckley;Ada785;ABro23461
Ada B W Bueno;Ada786;ABru13711
Ada B W Cave;Ada787;ABuc24801
Ada B W Choovanski;Ada788;ABue08211
Ada B W Cobain;Ada789;ACav11901
Ada B W Connor;Ada790;ACho21361
Ada B W Federer;Ada791;ACob15331
Ada B W Finch;Ada792;ACon17831
Ada B W Freeman;Ada793;AFed08621
Ada B W Gaiman;Ada794;AFin11651
Ada B W Halep;Ada795;AFre10501
Ada B W Hempstock;Ada796;AGai09261
Ada B W Heslop;Ada797;AHal23511
Ada B W Jones;Ada798;AHem23351
Ada B W Lanegan;Ada799;AHes14301
Ada B W Lovelace;Ada800;AJon08061
Ada B W Lynch;Ada801;ALan07611
Ada B W Marçal;Ada802;ALov16641
Ada B W McMillan;Ada803;ALyn25261
Ada B W Mendonça;Ada804;AMar13521
Ada B W Miller;Ada805;AMcM15671
Ada B W Miyamizu;Ada806;AMen21811
Ada B W Moon;Ada807;AMil24131
Ada B W Moore;Ada808;AMiy15371
Ada B W Morgan;Ada809;AMoo06431
Ada B W Morgan;Ada810;AMoo17851
Ada B W Muylaert;Ada811;AMor05521
Ada B W Organa;Ada812;AMor14961
Ada B W Perez;Ada813;AMuy23111
Ada B W Persson;Ada814;AOrg21611
Ada B W Peters;Ada815;APer20471
Ada B W Shinkai;Ada816;APer04961
Ada B W Soares;Ada817;APet13841
Ada B W Tachibana;Ada818;AShi23031
Ada B W Tono;Ada819;ASoa25611
Ada B W Yorke;Ada820;ATac22871
Ada B W Yukino;Ada821;ATon18741
Ada C N Arroway;Ada822;AYor21411
Ada C N Austen;Ada823;AYuk04121
Ada C N Brown;Ada824;AArr07911
Ada C N Brum;Ada825;AAus15351
Ada C N Buckley;Ada826;ABro04731
Ada C N Bueno;Ada827;ABru23701
Ada C N Cave;Ada828;ABuc15631
Ada C N Choovanski;Ada829;ABue10731
Ada C N Cobain;Ada830;ACav23331
Ada C N Connor;Ada831;ACho09011
Ada C N Federer;Ada832;ACob13311
Ada C N Finch;Ada833;ACon21071
Ada C N Freeman;Ada834;AFed14731
Ada C N Gaiman;Ada835;AFin14841
Ada C N Halep;Ada836;AFre24821
Ada C N Hempstock;Ada837;AGai16431
Ada C N Heslop;Ada838;AHal24001
Ada C N Jones;Ada839;AHem16141
Ada C N Lanegan;Ada840;AHes20901
Ada C N Lovelace;Ada841;AJon19511
Ada C N Lynch;Ada842;ALan16461
Ada C N Marçal;Ada843;ALov12651
Ada C N McMillan;Ada844;ALyn09261
Ada C N Mendonça;Ada845;AMar07461
Ada C N Miller;Ada846;AMcM24561
Ada C N Miyamizu;Ada847;AMen15361
Ada C N Moon;Ada848;AMil08011
Ada C N Moore;Ada849;AMiy23111
Ada C N Morgan;Ada850;AMoo25151
Ada C N Morgan;Ada851;AMoo08701
Ada C N Muylaert;Ada852;AMor09711
Ada C N Organa;Ada853;AMor15601
Ada C N Perez;Ada854;AMuy09051
Ada C N Persson;Ada855;AOrg14411
Ada C N Peters;Ada856;APer10911
Ada C N Shinkai;Ada857;APer16621
Ada C N Soares;Ada858;APet11211
Ada C N Tachibana;Ada859;AShi23231
Ada C N Tono;Ada860;ASoa05831
Ada C N Yorke;Ada861;ATac04921
Ada C N Yukino;Ada862;ATon10511
Ada C O Arroway;Ada863;AYor17711
Ada C O Austen;Ada864;AYuk04101
Ada C O Brown;Ada865;AArr04621
Ada C O Brum;Ada866;AAus11961
Ada C O Buckley;Ada867;ABro13631
Ada C O Bueno;Ada868;ABru22141
Ada C O Cave;Ada869;ABuc12121
Ada C O Choovanski;Ada870;ABue17101
Ada C O Cobain;Ada871;ACav04551
Ada C O Connor;Ada872;ACho14151
Ada C O Federer;Ada873;ACob10341
Ada C O Finch;Ada874;ACon22661
Ada C O Freeman;Ada875;AFed11401
Ada C O Gaiman;Ada876;AFin08701
Ada C O Halep;Ada877;AFre19361
Ada C O Hempstock;Ada878;AGai18401
Ada C O Heslop;Ada879;AHal18901
Ada C O Jones;Ada880;AHem07751
Ada C O Lanegan;Ada881;AHes18951
Ada C O Lovelace;Ada882;AJon25141
Ada C O Lynch;Ada883;ALan13271
Ada C O Marçal;Ada884;ALov07361
Ada C O McMillan;Ada885;ALyn16411
Ada C O Mendonça;Ada886;AMar20901
Ada C O Miller;Ada887;AMcM17541
Ada C O Miyamizu;Ada888;AMen25711
Ada C O Moon;Ada889;AMil19851
Ada C O Moore;Ada890;AMiy25461
Ada C O Morgan;Ada891;AMoo19251
Ada C O Morgan;Ada892;AMoo12451
Ada C O Muylaert;Ada893;AMor05351
Ada C O Organa;Ada894;AMor05441
Ada C O Perez;Ada895;AMuy23841
Ada C O Persson;Ada896;AOrg05561
Ada C O Peters;Ada897;APer23731
Ada C O Shinkai;Ada898;APer16611
Ada C O Soares;Ada899;APet19331
Ada C O Tachibana;Ada900;AShi11511
Ada C O Tono;Ada901;ASoa23241
Ada C O Yorke;Ada902;ATac09531
Ada C O Yukino;Ada903;ATon19711
Ada C P Arroway;Ada904;AYor08751
Ada C P Austen;Ada905;AYuk09771
Ada C P Brown;Ada906;AArr09071
Ada C P Brum;Ada907;AAus11521
Ada C P Buckley;Ada908;ABro04801
Ada C P Bueno;Ada909;ABru05351
Ada C P Cave;Ada910;ABuc17661
Ada C P Choovanski;Ada911;ABue10311
Ada C P Cobain;Ada912;ACav23541
Ada C P Connor;Ada913;ACho21451
Ada C P Federer;Ada914;ACob05311
Ada C P Finch;Ada915;ACon19411
Ada C P Freeman;Ada916;AFed17341
Ada C P Gaiman;Ada917;AFin04801
Ada C P Halep;Ada918;AFre21011
Ada C P Hempstock;Ada919;AGai04431
Ada C P Heslop;Ada920;AHal04441
Ada C P Jones;Ada921;AHem22941
Ada C P Lanegan;Ada922;AHes07051
Ada C P Lovelace;Ada923;AJon21661
Ada C P Lynch;Ada924;ALan15971
Ada C P Marçal;Ada925;ALov05941
Ada C P McMillan;Ada926;ALyn19371
Ada C P Mendonça;Ada927;AMar23751
Ada C P Miller;Ada928;AMcM22361
Ada C P Miyamizu;Ada929;AMen21001
Ada C P Moon;Ada930;AMil23911
Ada C P Moore;Ada931;AMiy17671
Ada C P Morgan;Ada932;AMoo16651
Ada C P Morgan;Ada933;AMoo17171
Ada C P Muylaert;Ada934;AMor21011
Ada C P Organa;Ada935;AMor23751
Ada C P Perez;Ada936;AMuy21741
Ada C P Persson;Ada937;AOrg21641
Ada C P Peters;Ada938;APer14221
Ada C P Shinkai;Ada939;APer17261
Ada C P Soares;Ada940;APet11741
Ada C P Tachibana;Ada941;AShi11401
Ada C P Tono;Ada942;ASoa20701
Ada C P Yorke;Ada943;ATac06931
Ada C P Yukino;Ada944;ATon10461
Ada C Q Arroway;Ada945;AYor08261
Ada C Q Austen;Ada946;AYuk20631
Ada C Q Brown;Ada947;AArr24351
Ada C Q Brum;Ada948;AAus08741
Ada C Q Buckley;Ada949;ABro22821
Ada C Q Bueno;Ada950;ABru19521
Ada C Q Cave;Ada951;ABuc07641
Ada C Q Choovanski;Ada952;ABue13001
Ada C Q Cobain;Ada953;ACav12331
Ada C Q Connor;Ada954;ACho22451
Ada C Q Federer;Ada955;ACob18801
Ada C Q Finch;Ada956;ACon24651
Ada C Q Freeman;Ada957;AFed08641
Ada C Q Gaiman;Ada958;AFin04141
Ada C Q Halep;Ada959;AFre17561
Ada C Q Hempstock;Ada960;AGai14711
Ada C Q Heslop;Ada961;AHal12441
Ada C Q Jones;Ada962;AHem18471
Ada C Q Lanegan;Ada963;AHes20731
Ada C Q Lovelace;Ada964;AJon21731
Ada C Q Lynch;Ada965;ALan07301
Ada C Q Marçal;Ada966;ALov19441
Ada C Q McMillan;Ada967;ALyn11861
Ada C Q Mendonça;Ada968;AMar11731
Ada C Q Miller;Ada969;AMcM12011
Ada C Q Miyamizu;Ada970;AMen09131
Ada C Q Moon;Ada971;AMil13801
Ada C Q Moore;Ada972;AMiy18061
Ada C Q Morgan;Ada973;AMoo18931
Ada C Q Morgan;Ada974;AMoo19461
Ada C Q Muylaert;Ada975;AMor12401
Ada C Q Organa;Ada976;AMor17211
Ada C Q Perez;Ada977;AMuy21361
Ada C Q Persson;Ada978;AOrg24411
Ada C Q Peters;Ada979;APer23731
Ada C Q Shinkai;Ada980;APer14641
Ada C Q Soares;Ada981;APet19421
Ada C Q Tachibana;Ada982;AShi10331
Ada C Q Tono;Ada983;ASoa04861
Ada C Q Yorke;Ada984;ATac21841
Ada C Q Yukino;Ada985;ATon11651
Ada C R Arroway;Ada986;AYor23011
Ada C R Austen;Ada987;AYuk07401
Ada C R Brown;Ada988;AArr25531
Ada C R Brum;Ada989;AAus17231
Ada C R Buckley;Ada990;ABro04911
Ada C R Bueno;Ada991;ABru21131
Ada C R Cave;Ada992;ABuc17831
Ada C R Choovanski;Ada993;ABue12401
Ada C R Cobain;Ada994;ACav05111
Ada C R Connor;Ada995;ACho19701
Ada C R Federer;Ada996;ACob06551
Ada C R Finch;Ada997;ACon16261
Ada C R Freeman;Ada998;AFed10141
Ada C R Gaiman;Ada999;AFin21071
Ada C R Halep;Ada1000;AFre22011
Ada C R Hempstock;Ada1001;AGai06271
Ada C R Heslop;Ada1002;AHal08171
Ada C R Jones;Ada1003;AHem17961
Ada C R Lanegan;Ada1004;AHes09931
Ada C R Lovelace;Ada1005;AJon13661
Ada C R Lynch;Ada1006;ALan21221
Ada C R Marçal;Ada1007;ALov21801
Ada C R McMillan;Ada1008;ALyn19341
Ada C R Mendonça;Ada1009;AMar25561
Ada C R Miller;Ada1010;AMcM15731
Ada C R Miyamizu;Ada1011;AMen10861
Ada C R Moon;Ada1012;AMil15641
Ada C R Moore;Ada1013;AMiy08041
Ada C R Morgan;Ada1014;AMoo09371
Ada C R Morgan;Ada1015;AMoo16371
Ada C R Muylaert;Ada1016;AMor08651
Ada C R Organa;Ada1017;AMor25231
Ada C R Perez;Ada1018;AMuy07821
Ada C R Persson;Ada1019;AOrg09931
Ada C R Peters;Ada1020;APer22221
Ada C R Shinkai;Ada1021;APer06121
Ada C R Soares;Ada1022;APet16101
Ada C R Tachibana;Ada1023;AShi06961
Ada C R Tono;Ada1024;ASoa25141
Ada C R Yorke;Ada1025;ATac11711
Ada C R Yukino;Ada1026;ATon11441
Ada C S Arroway;Ada1027;AYor24441
Ada C S Austen;Ada1028;AYuk16201
Ada C S Brown;Ada1029;AArr21061
Ada C S Brum;Ada1030;AAus18021
Ada C S Buckley;Ada1031;ABro07311
Ada C S Bueno;Ada1032;ABru08931
Ada C S Cave;Ada1033;ABuc23201
Ada C S Choovanski;Ada1034;ABue12221
Ada C S Cobain;Ada1035;ACav18411
Ada C S Connor;Ada1036;ACho15371
Ada C S Federer;Ada1037;ACob21571
Ada C S Finch;Ada1038;ACon09961
Ada C S Freeman;Ada1039;AFed16221
Ada C S Gaiman;Ada1040;AFin07611
Ada C S Halep;Ada1041;AFre18951
Ada C S Hempstock;Ada1042;AGai10711
Ada C S Heslop;Ada1043;AHal13331
Ada C S Jones;Ada1044;AHem22761
Ada C S Lanegan;Ada1045;AHes10771
Ada C S Lovelace;Ada1046;AJon23871
Ada C S Lynch;Ada1047;ALan11221
Ada C S Marçal;Ada1048;ALov15771
Ada C S McMillan;Ada1049;ALyn13511
Ada C S Mendonça;Ada1050;AMar15941
Ada C S Miller;Ada1051;AMcM18861
Ada C S Miyamizu;Ada1052;AMen16041
Ada C S Moon;Ada1053;AMil06351
Ada C S Moore;Ada1054;AMiy19361
Ada C S Morgan;Ada1055;AMoo09301
Ada C S Morgan;Ada1056;AMoo14641
Ada C S Muylaert;Ada1057;AMor10051
Ada C S Organa;Ada1058;AMor22061
Ada C S Perez;Ada1059;AMuy07271
Ada C S Persson;Ada1060;AOrg21061
Ada C S Peters;Ada1061;APer15361
Ada C S Shinkai;Ada1062;APer23231
Ada C S Soares;Ada1063;APet09931
Ada C S Tachibana;Ada1064;AShi07131
Ada C S Tono;Ada1065;ASoa11671
Ada C S Yorke;Ada1066;ATac24641
Ada C S Yukino;Ada1067;ATon18301
Ada C T Arroway;Ada1068;AYor12671
Ada C T Austen;Ada1069;AYuk23121
Ada C T Brown;Ada1070;AArr06921
Ada C T Brum;Ada1071;AAus17271
Ada C T Buckley;Ada1072;ABro16451
Ada C T Bueno;Ada1073;ABru19141
Ada C T Cave;Ada1074;ABuc13551
Ada C T Choovanski;Ada1075;ABue07371
Ada C T Cobain;Ada1076;ACav15461
Ada C T Connor;Ada1077;ACho21341
Ada C T Federer;Ada1078;ACob07731
Ada C T Finch;Ada1079;ACon18601
Ada C T Freeman;Ada1080;AFed09621
Ada C T Gaiman;Ada1081;AFin22171
Ada C T Halep;Ada1082;AFre09411
Ada C T Hempstock;Ada1083;AGai19821
Ada C T Heslop;Ada1084;AHal24011
Ada C T Jones;Ada1085;AHem11421
Ada C T Lanegan;Ada1086;AHes06831
Ada C T Lovelace;Ada1087;AJon08251
Ada C T Lynch;Ada1088;ALan18111
Ada C T Marçal;Ada1089;ALov04911
Ada C T McMillan;Ada1090;ALyn24911
Ada C T Mendonça;Ada1091;AMar11651
Ada C T Miller;Ada1092;AMcM21831
Ada C T Miyamizu;Ada1093;AMen21251
Ada C T Moon;Ada1094;AMil12661
Ada C T Moore;Ada1095;AMiy07651
Ada C T Morgan;Ada1096;AMoo07951
Ada C T Morgan;Ada1097;AMoo17831
Ada C T Muylaert;Ada1098;AMor08341
Ada C T Organa;Ada1099;AMor20931
Ada C T Perez;Ada1100;AMuy11251
Ada C T Persson;Ada1101;AOrg21631
Ada C T Peters;Ada1102;APer24471
Ada C T Shinkai;Ada1103;APer08951
Ada C T Soares;Ada1104;APet20521
Ada C T Tachibana;Ada1105;AShi15111
Ada C T Tono;Ada1106;ASoa20901
Ada C T Yorke;Ada1107;ATac22041
Ada C T Yukino;Ada1108;ATon25751
Ada C U Arroway;Ada1109;AYor16041
Ada C U Austen;Ada1110;AYuk21021
Ada C U Brown;Ada1111;AArr23341
Ada C U Brum;Ada1112;AAus11061
Ada C U Buckley;Ada1113;ABro18661
Ada C U Bueno;Ada1114;ABru11141
Ada C U Cave;Ada1115;ABuc04531
Ada C U Choovanski;Ada1116;ABue05431
Ada C U Cobain;Ada1117;ACav14941
Ada C U Connor;Ada1118;ACho08421
Ada C U Federer;Ada1119;ACob06821
Ada C U Finch;Ada1120;ACon08861
Ada C U Freeman;Ada1121;AFed10111
Ada C U Gaiman;Ada1122;AFin20141
Ada C U Halep;Ada1123;AFre08911
Ada C U Hempstock;Ada1124;AGai17171
Ada C U Heslop;Ada1125;AHal04511
Ada C U Jones;Ada1126;AHem18411
Ada C U Lanegan;Ada1127;AHes22211
Ada C U Lovelace;Ada1128;AJon09911
Ada C U Lynch;Ada1129;ALan10711
Ada C U Marçal;Ada1130;ALov19511
Ada C U McMillan;Ada1131;ALyn22871
Ada C U Mendonça;Ada1132;AMar25361
Ada C U Miller;Ada1133;AMcM11831
Ada C U Miyamizu;Ada1134;AMen09871
Ada C U Moon;Ada1135;AMil11011
Ada C U Moore;Ada1136;AMiy17561
Ada C U Morgan;Ada1137;AMoo17531
Ada C U Morgan;Ada1138;AMoo23571
Ada C U Muylaert;Ada1139;AMor04951
Ada C U Organa;Ada1140;AMor13711
Ada C U Perez;Ada1141;AMuy06311
Ada C U Persson;Ada1142;AOrg09701
Ada C U Peters;Ada1143;APer10861
Ada C U Shinkai;Ada1144;APer21511
Ada C U Soares;Ada1145;APet15841
Ada C U Tachibana;Ada1146;AShi04471
Ada C U Tono;Ada1147;ASoa06231
Ada C U Yorke;Ada1148;ATac22201
Ada C U Yukino;Ada1149;ATon04051
Ada C V Arroway;Ada1150;AYor21311
Ada C V Austen;Ada1151;AYuk24521
Ada C V Brown;Ada1152;AArr08021
Ada C V Brum;Ada1153;AAus18571
Ada C V Buckley;Ada1154;ABro22971
Ada C V Bueno;Ada1155;ABru21541
Ada C V Cave;Ada1156;ABuc16911
Ada C V Choovanski;Ada1157;ABue16971
Ada C V Cobain;Ada1158;ACav22271
Ada C V Connor;Ada1159;ACho08871
Ada C V Federer;Ada1160;ACob14251
Ada C V Finch;Ada1161;ACon15701
Ada C V Freeman;Ada1162;AFed15701
Ada C V Gaiman;Ada1163;AFin17751
Ada C V Halep;Ada1164;AFre10741
Ada C V Hempstock;Ada1165;AGai15971
Ada C V Heslop;Ada1166;AHal11661
Ada C V Jones;Ada1167;AHem12801
Ada C V Lanegan;Ada1168;AHes06511
Ada C V Lovelace;Ada1169;AJon21951
Ada C V Lynch;Ada1170;ALan15601
Ada C V Marçal;Ada1171;ALov07251
Ada C V McMillan;Ada1172;ALyn04321
Ada C V Mendonça;Ada1173;AMar07271
Ada C V Miller;Ada1174;AMcM10351
Ada C V Miyamizu;Ada1175;AMen09541
Ada C V Moon;Ada1176;AMil12501
Ada C V Moore;Ada1177;AMiy12511
Ada C V Morgan;Ada1178;AMoo06471
Ada C V Morgan;Ada1179;AMoo05241
Ada C V Muylaert;Ada1180;AMor06411
Ada C V Organa;Ada1181;AMor19811
Ada C V Perez;Ada1182;AMuy11911
Ada C V Persson;Ada1183;AOrg06321
Ada C V Peters;Ada1184;APer07171
Ada C V Shinkai;Ada1185;APer07731
Ada C V Soares;Ada1186;APet22721
Ada C V Tachibana;Ada1187;AShi24601
Ada C V Tono;Ada1188;ASoa07031
Ada C V Yorke;Ada1189;ATac13941
Ada C V Yukino;Ada1190;ATon20231
Ada C W Arroway;Ada1191;AYor20741
Ada C W Austen;Ada1192;AYuk24571
Ada C W Brown;Ada1193;AArr10431
Ada C W Brum;Ada1194;AAus06131
Ada C W Buckley;Ada1195;ABro22861
Ada C W Bueno;Ada1196;ABru09711
Ada C W Cave;Ada1197;ABuc24761
Ada C W Choovanski;Ada1198;ABue05001
Ada C W Cobain;Ada1199;ACav14611
Ada C W Connor;Ada1200;ACho17661
Ada C W Federer;Ada1201;ACob22241
Ada C W Finch;Ada1202;ACon09761
Ada C W Freeman;Ada1203;AFed12951
Ada C W Gaiman;Ada1204;AFin23061
Ada C W Halep;Ada1205;AFre15451
Ada C W Hempstock;Ada1206;AGai15651
Ada C W Heslop;Ada1207;AHal17701
Ada C W Jones;Ada1208;AHem15741
Ada C W Lanegan;Ada1209;AHes25651
Ada C W Lovelace;Ada1210;AJon11801
Ada C W Lynch;Ada1211;ALan13001
Ada C W Marçal;Ada1212;ALov23851
Ada C W McMillan;Ada1213;ALyn16871
Ada C W Mendonça;Ada1214;AMar20471
Ada C W Miller;Ada1215;AMcM24111
Ada C W Miyamizu;Ada1216;AMen14701
Ada C W Moon;Ada1217;AMil24061
Ada C W Moore;Ada1218;AMiy12221
Ada C W Morgan;Ada1219;AMoo13511
Ada C W Morgan;Ada1220;AMoo10071
Ada C W Muylaert;Ada1221;AMor12171
Ada C W Organa;Ada1222;AMor21101
Ada C W Perez;Ada1223;AMuy25271
Ada C W Persson;Ada1224;AOrg08901
Ada C W Peters;Ada1225;APer04121
Ada C W Shinkai;Ada1226;APer21721
Ada C W Soares;Ada1227;APet17241
Ada C W Tachibana;Ada1228;AShi13901
Ada C W Tono;Ada1229;ASoa08221
Ada C W Yorke;Ada1230;ATac21201
Ada C W Yukino;Ada1231;ATon25531
Ada D N Arroway;Ada1232;AYor04121
Ada D N Austen;Ada1233;AYuk18861
Ada D N Brown;Ada1234;AArr16201
Ada D N Brum;Ada1235;AAus06951
Ada D N Buckley;Ada1236;ABro04931
Ada D N Bueno;Ada1237;ABru18801
Ada D N Cave;Ada1238;ABuc20661
Ada D N Choovanski;Ada1239;ABue22601
Ada D N Cobain;Ada1240;ACav05311
Ada D N Connor;Ada1241;ACho22751
Ada D N Federer;Ada1242;ACob07321
Ada D N Finch;Ada1243;ACon16671
Ada D N Freeman;Ada1244;AFed24131
Ada D N Gaiman;Ada1245;AFin17131
Ada D N Halep;Ada1246;AFre20431
Ada D N Hempstock;Ada1247;AGai24261
Ada D N Heslop;Ada1248;AHal06431
Ada D N Jones;Ada1249;AHem04261
Ada D N Lanegan;Ada1250;AHes07721
Ada D N Lovelace;Ada1251;AJon16551
Ada D N Lynch;Ada1252;ALan08601
Ada D N Marçal;Ada1253;ALov19171
Ada D N McMillan;Ada1254;ALyn14961
Ada D N Mendonça;Ada1255;AMar07711
Ada D N Miller;Ada1256;AMcM04971
Ada D N Miyamizu;Ada1257;AMen12421
Ada D N Moon;Ada1258;AMil08901
Ada D N Moore;Ada1259;AMiy09051
Ada D N Morgan;Ada1260;AMoo08961
Ada D N Morgan;Ada1261;AMoo12731
Ada D N Muylaert;Ada1262;AMor20751
Ada D N Organa;Ada1263;AMor20841
Ada D N Perez;Ada1264;AMuy11371
Ada D N Persson;Ada1265;AOrg06751
Ada D N Peters;Ada1266;APer16921
Ada D N Shinkai;Ada1267;APer25021
Ada D N Soares;Ada1268;APet21221
Ada D N Tachibana;Ada1269;AShi06021
Ada D N Tono;Ada1270;ASoa21801
Ada D N Yorke;Ada1271;ATac25831
Ada D N Yukino;Ada1272;ATon15231
Ada D O Arroway;Ada1273;AYor09701
Ada D O Austen;Ada1274;AYuk06651
Ada D O Brown;Ada1275;AArr16171
Ada D O Brum;Ada1276;AAus22411
Ada D O Buckley;Ada1277;ABro16311
Ada D O Bueno;Ada1278;ABru09931
Ada D O Cave;Ada1279;ABuc12261
Ada D O Choovanski;Ada1280;ABue15031
Ada D O Cobain;Ada1281;ACav10351
Ada D O Connor;Ada1282;ACho18431
Ada D O Federer;Ada1283;ACob13501
Ada D O Finch;Ada1284;ACon12051
Ada D O Freeman;Ada1285;AFed10721
Ada D O Gaiman;Ada1286;AFin15931
Ada D O Halep;Ada1287;AFre20521
Ada D O Hempstock;Ada1288;AGai11331
Ada D O Heslop;Ada1289;AHal24961
Ada D O Jones;Ada1290;AHem23821
Ada D O Lanegan;Ada1291;AHes23571
Ada D O Lovelace;Ada1292;AJon24051
Ada D O Lynch;Ada1293;ALan13741
Ada D O Marçal;Ada1294;ALov15271
Ada D O McMillan;Ada1295;ALyn12801
Ada D O Mendonça;Ada1296;AMar15111
Ada D O Miller;Ada1297;AMcM08371
Ada D O Miyamizu;Ada1298;AMen06651
Ada D O Moon;Ada1299;AMil20561
Ada D O Moore;Ada1300;AMiy21871
Ada D O Morgan;Ada1301;AMoo14661
Ada M P Cobain;Ada5012;ACav233011
Alan A O Halep;Ala5387;AFre10561
Alan A O Hempstock;Ala5388;AGai18661
Alan A O Heslop;Ala5389;AHal25701
Alan A O Jones;Ala5390;AHem05911
Alan A O Lanegan;Ala5391;AHes14001
Alan A O Lovelace;Ala5392;AJon06851
Alan A O Lynch;Ala5393;ALan16651
Alan A O Marçal;Ala5394;ALov09621
Alan A O McMillan;Ala5395;ALyn17631
Alan A O Mendonça;Ala5396;AMar07141
Alan A O Miller;Ala5397;AMcM22321
Alan A O Miyamizu;Ala5398;AMen18751
